School_name,District_name,Location,VDC/Municipality_name,Ward No.,Total Sutdents: 2070
Pipalpark Pra V,ACHHAM,Patalkot,Patalkot,3,148
Prabhadhamkot Uchha Ma Vi,ACHHAM,Chatursal,Siddheswor,2,634
Pragatisil Pra V,ACHHAM,Bhuwasein,Mastamandau,8,53
Pragatisil Pra V,ACHHAM,Kuntibandali,Kuntibandali,7,108
Prithvi Pra V,ACHHAM,Bayalpata,Chandika,3,76
Pudu Ni Ma V,ACHHAM,Salli Danda Pudu,Bhatakatiya,7,333
Puranakot Pra V,ACHHAM,Gajrigaun,Nandegada,8,119
Purnachandra U Ma V,ACHHAM,Mastamandu,Bhatakatiya,5,489
Purna Pra V,ACHHAM,Dhamigaun,Bhatakatiya,4,127
Purushotam Ramchandra Ni Ma V,ACHHAM,Rahabalde,Bhairabsthan,1,218
Pushpanjali Pra Vi,ACHHAM,Bhairabasthan,Bhairabsthan,8,174
Pustika Pra V,ACHHAM,Fatabagar,Hichma,1,115
Radha Krishna Pra V,ACHHAM,Krishna Nagar,Payal,1,101
Radha Ma V,ACHHAM,Tatake,Mangalsen,8,513
Ram Janaki Pra V,ACHHAM,Khawarkot,Toli,7,139
Ramarosan Pra V,ACHHAM,Patekhate,Darna,9,74
Rastra Bhasa Ma Vi,ACHHAM,Bhadtola,Gajara,3,249
Rastriya U Ma V,ACHHAM,Bhedamare,Babala,9,726
Rishikul Ma V,ACHHAM,Kuchchi,Kalikasthan,8,372
Rupadevi Ni Ma V,ACHHAM,Kosedi,Barala,9,196
Rupa Devi Ni Ma Vi,ACHHAM,Alledi,Ramarosan,6,249
Sadegada Pra Vi,ACHHAM,Ramaroshan,Ramarosan,4,79
Saileshwori Pra V,ACHHAM,Selapani,Barala,1,67
Saileshwori Pra V,ACHHAM,Balyalt,Khaptad,5,134
Salapata Pra V,ACHHAM,Basti,Basti,2,106
Sannikot Ni Ma Vi,ACHHAM,Banchkot,Kalika,6,317
Sanrise Ebs,ACHHAM,Barala,Kalika,4,74
Sarada Ma V,ACHHAM,Bhaichala,Kalekanda,8,318
Saraswati Uchha Ma V,ACHHAM,Jayagadh Dewal,Baradadivi,1,816
Saraswati U Ma V,ACHHAM,Jhatanta,Batulasen,7,513
Saraswati Ni Ma V,ACHHAM,Badirukh,Hichma,2,232
Saraswati Pra Vi,ACHHAM,Chalsa,Chalsa,4,34
Saraswati Ni Ma Vi,ACHHAM,Bangurkhal,Nada,7,263
Saraswati Ni Ma V,ACHHAM,Khemada,Jupu,9,239
Saraswati Pra V,ACHHAM,Ridikot,Ridikot,8,64
Saraswati Pra V,ACHHAM,Budadanni,Payal,4,163
Saraswati Pra V,ACHHAM,Kuskatiya,Oligau,5,73
Saraswati Pra V,ACHHAM,Majhi,Ghodasen,8,115
Saraswati Pra V,ACHHAM,Kalekada,Kalekanda,5,53
Saraswati Pra V Kakadsat,ACHHAM,Ridikot,Ridikot,8,132
Saraswati Pra V,ACHHAM,Sirphali,Siudi,4,66
Saraswati Pra V,ACHHAM,Seuale,Birpath,7,101
Saraswati Pra V,ACHHAM,Loli,Jalapadevi,8,246
Saraswati Pra V,ACHHAM,Amrsain,Kuika,9,105
Saraswati Pra V,ACHHAM,Tikha Dhunga,Dhamali,9,205
Saraswati Pra V,ACHHAM,Budhasain,Basti,8,136
Saraswati Pra V,ACHHAM,Kausadikot,Payal,6,82
Saraswati Pra V,ACHHAM,Bhansuban,Patalkot,9,122
Saraswati Pra V,ACHHAM,Chuwanepani,Patalkot,7,162
Sarswati Ni Ma V Madu,ACHHAM,Dhamiguan Madu,Binayak,2,369
Saraswati Pra V,ACHHAM,Chatepipal,Bhudhakot,8,142
Saraswati Pra V,ACHHAM,Dhaarpani,Dhungachalna,8,172
Saraswati Pra V,ACHHAM,Khatibada,Toli,2,94
Saraswati Pra V,ACHHAM,Prabhaasein Bastigaun,Siddheswor,3,127
Saraswati Ni Ma Vi,ACHHAM,Ranfa,Kuskot,9,303
Saraswati Pra V,ACHHAM,Lek,Nandegada,9,82
Saraswati Pra V,ACHHAM,Deulikhad,Devisthan,5,110
Sraswati Pra V,ACHHAM,Turmakhand,Turmakhand,3,81
Sarita Ma Vi,ACHHAM,Melrukh,Santada,6,495
Nilkamal P V,ACHHAM,Santada,Santada,9,170
Selpakha Pra V,ACHHAM,Selpakha,Duni,4,109
Sevenstar E B S,ACHHAM,Chandika,Duni,4,139
Shakti Pra V,ACHHAM,Kamalbajar,Bayala,8,140
Shyamsundar Pra V,ACHHAM,Rolte,Bhatakatiya,1,145
Shanti Ma Vi,ACHHAM,Malikasthan,Marku,7,336
Shanti Pra V,ACHHAM,Vijayapur,Devisthan,6,64
Shanti P V,ACHHAM,Maithum,Dhungachalna,6,68
Shanti Srijana Pra V,ACHHAM,Rahaph,Rahaph,1,128
Sharswoti P V,ACHHAM,Dhakari,Dhakari,1,89
Sharswoti P V,ACHHAM,Balata,Balata,4,87
Shiva Niewsh Ni Ma V,ACHHAM,Tikhada,Mangalsen,2,277
Shiva Niwas Pra V,ACHHAM,Tikhada,Mangalsen,2,341
Shishur Sudhar Ma Vi,ACHHAM,Basti,Basti,9,489
Shiva Shakti Pra V,ACHHAM,Thigal Gaun,Baijinath,8,48
Shivashakti P V,ACHHAM,Ghodasen,Ghodasen,3,48
Shodasha Devi Pra V,ACHHAM,Nawaghar,Ghodasen,6,244
Shodasha Devi Uchha Ma V,ACHHAM,Kusbasti,Mangalsen,6,1139
Shodasha Ni Ma Vi,ACHHAM,Nawaghar,Shodasadevi,2,298
Siddha Baba Bbk,ACHHAM,Chaukhutte,Shodasadevi,9,48
Siddheshwori Uchha Ma V,ACHHAM,Tosikot,Dhamali,3,917
Siddhi Ganesh Pra V,ACHHAM,Asara,Bhairabsthan,4,170
Sidhartha Pra Vi,ACHHAM,Layati,Layati,8,176
Sildevi P V,ACHHAM,Nawathana,Nawathana,9,34
Simkhet P V,ACHHAM,Sutar,Sutar,5,39
Sirjansil Pra Vi,ACHHAM,Lungra,Lungra,9,81
Siromani Lekhnath Pra V,ACHHAM,Siudi,Siudi,3,195
Sisibodhani Ma V,ACHHAM,Bhandarigaun,Muli,4,336
Sishu Kalyan Ni Ma V,ACHHAM,Dandigade,Basti,1,184
Sishu Kalyan Pra V,ACHHAM,Chaupayakhal,Sokat,6,196
Sishu Kalyan Pra V,ACHHAM,Bhaitasen,Batulasen,3,192
Sishu Kalyan Pra V,ACHHAM,Chandali,Darna,5,42
Sishu Sudhar Ni Ma V,ACHHAM,Pallasalla,Bayala,9,402
Sishu Sudhar Pra V,ACHHAM,Bintalna,Sera,9,51
Sishu Sudhar Pra V,ACHHAM,Kalagaun,Kalagau,6,52
Sishu Sudhar Pra V,ACHHAM,Hichma,Hichma,5,134
Sishu Sudhar Pra V,ACHHAM,Palsata,Ghodasen,1,159
Siudi Ma V,ACHHAM,Chaurpati,Siudi,6,554
Srijana Ni Ma V,ACHHAM,Timalbada,Chalsa,5,182
Sudarshan Pr Vi,ACHHAM,Bawangaun,Barala,2,166
Sundara Pra V,ACHHAM,Baskanda Bazar,Tosi,5,177
Sundevi Pra V,ACHHAM,Sun Devi,Sera,1,56
Sungava Pra V,ACHHAM,Basti,Basti,5,69
Surya Chandra Uchha Ma V,ACHHAM,Kalimati Pipalrukh,Baijinath,5,512
Surya Ma Vi,ACHHAM,Rahaph,Rahaph,9,301
Surya Pra V,ACHHAM,Thulasen,Hichma,9,71
Suryodaya Pra V,ACHHAM,Silka Bablitol,Babala,8,89
Suryodaya Pra V,ACHHAM,Simal Danda,Payal,5,85
Suryodaya Pra V,ACHHAM,Rale,Mangalsen,3,31
Thanti Ni Ma V,ACHHAM,Thanti Bazar,Ghughurkot,2,133
Thapathali Adharbuth P V,ACHHAM,Thanti,Thanti,6,148
Thuladhunga Pra Vi,ACHHAM,Lungra,Lungra,6,93
Thulasi Pra Vi,ACHHAM,Bhairabasthan,Bhairabsthan,6,125
Tosi Ma V,ACHHAM,Dawakhal,Tosi,4,585
Tripura Pra V,ACHHAM,Sallebada,Gajara,5,81
Tripura Sundari P S,ACHHAM,Baskatiya,Bhudhakot,1,108
Tripura Sundari Pra V,ACHHAM,Maudali,Babala,4,59
Tripura Sundari Pra V,ACHHAM,Nawathana,Nawathana,5,42
Tripurasundari Ni Ma V,ACHHAM,Maghi,Ghodasen,9,254
Tripura Sundari Pra V,ACHHAM,Airada,Bhudhakot,2,95
Tripura Sundari Pra V,ACHHAM,Jhakale,Jalapadevi,3,19
Tripura Sundari Pra V,ACHHAM,Kotwada,Ghughurkot,5,101
Tripura Sundari Pra V,ACHHAM,Kala Gaun,Kalagau,1,57
Tripurasundari Ni Ma V,ACHHAM,Khalgada,Payal,6,242
Tripura Sundari Uchha Ma V,ACHHAM,Shreekot,Jalapadevi,1,798
Tripureswori Ni Ma V,ACHHAM,Tharam,Dhungachalna,9,202
Tripureswori Ni Ma V,ACHHAM,Septe,Tosi,1,173
Tuka Ni Ma V,ACHHAM,Barmali,Khaptad,2,248
Wagdekhet Pra V,ACHHAM,Baddekhel,Khaptad,1,67
Western Himshikhar Ebs,ACHHAM,0,Khaptad,2,44
Wise E B S,ACHHAM,Muli,Muli,6,37
Yasodha Ma V,ACHHAM,Netakot,Muli,2,665
Yasodhara Ni Ma V,ACHHAM,Bada,Basti,3,290
Yuwabarsa Ni Ma V,ACHHAM,Shirma,Binayak,9,342
Adarsha Ma V,ARGHAKHANCHI,Maidan,Khanchikot,1,289
Adarsha Ni Ma V,ARGHAKHANCHI,Thulakharka,Chidika,7,143
Adarsha Ni Ma V,ARGHAKHANCHI,Dharampani,Argha,7,167
Adarsha Uchha Ma V,ARGHAKHANCHI,Daha,Khanadaha,1,777
Adguri Education And Sole Development Ebs,ARGHAKHANCHI,Adguri,Adguri,0,122
Adguri Nawa Jyoti Ebs,ARGHAKHANCHI,Deurali,Adguri,7,66
Airawot Pra V,ARGHAKHANCHI,Ratamata,Jaluke,3,110
Alam Devi Pra V,ARGHAKHANCHI,Dhaerchour,Khidim,7,59
Amar Pra V,ARGHAKHANCHI,Bhanjyang,Dhatiwang,4,69
Amar Pra V,ARGHAKHANCHI,Talla Pokhara,Balkot,2,76
Amar Pra V,ARGHAKHANCHI,Amaja,Maidan,8,60
Ambot Pra V,ARGHAKHANCHI,Arjun Chautara,Dhakawang,9,85
Amrawoti Pra V,ARGHAKHANCHI,Amarai,Thada,3,57
Annapurna Ni Ma V,ARGHAKHANCHI,Ratamata,Dharapani,6,313
Ansubarma Pra V,ARGHAKHANCHI,Aapchour,Jaluke,5,133
Araniko Ni Ma V,ARGHAKHANCHI,Gachhegaira,Argha,5,141
Arbun Pra V,ARGHAKHANCHI,Dadapokhari,Balkot,5,100
Argha Bhagawati Pra V,ARGHAKHANCHI,Darbar,Argha,1,100
Argha Mehelpani Ma V,ARGHAKHANCHI,Mehalpani,Hansapur,4,289
Argha Rajasthal Ma V,ARGHAKHANCHI,Rafhischour,Argha,2,430
Arghakhanchi Awasiya Ebs,ARGHAKHANCHI,Belbatika,Sandhikharka,7,545
Arghatosh Matherland English Boarding School,ARGHAKHANCHI,Shatpata,Mareng,6,67
Arjun Ebs,ARGHAKHANCHI,Jujel Neta,Dhakawang,3,74
Arunodaya Ni Ma V,ARGHAKHANCHI,Kudapani,Patauti,5,195
Arvaka Ni Ma V,ARGHAKHANCHI,Pali,Pali,2,177
Baburam Pra V,ARGHAKHANCHI,Swamikarukha,Pali,4,183
Badganga Pra V,ARGHAKHANCHI,Bhedamara,Thada,3,116
Bahakor Pra V,ARGHAKHANCHI,Bahakhora,Maidan,2,46
Baidyanath Ma V,ARGHAKHANCHI,Bamruk,Hansapur,7,318
Bal Bikash Pra V,ARGHAKHANCHI,Bararukha,Chidika,5,73
Bal Jyoti Pra V,ARGHAKHANCHI,Amalchour,Dhakawang,5,33
Bal Jyoti Pra V,ARGHAKHANCHI,Damare,Thada,5,39
Bal Jyoti Pra V,ARGHAKHANCHI,Tinkhande,Jaluke,6,99
Bal Kalyan Ni Ma V,ARGHAKHANCHI,Jaluke,Jaluke,2,181
Bal Kalyan Pra V,ARGHAKHANCHI,Dumsila,Maidan,9,32
Bal Pra V,ARGHAKHANCHI,Tumkot,Sandhikharka,5,55
Bal Pra V,ARGHAKHANCHI,Thadakhola,Siddhara,1,74
Bal Sikshya Ni Ma V,ARGHAKHANCHI,Kamerepani,Hansapur,3,356
Balshikshya Ma V,ARGHAKHANCHI,Samnegaun,Dhakawang,6,367
Bal Sikshya Ni Ma V,ARGHAKHANCHI,Pouda,Asurkot,1,158
Bal Sikshya Pra V,ARGHAKHANCHI,Phurkesalli,Jaluke,6,82
Bal Sikshya Pra V,ARGHAKHANCHI,Gokhunga,Gokhunga,9,41
Baldip Pra V,ARGHAKHANCHI,Chautara,Asurkot,3,94
Balebang Pra V,ARGHAKHANCHI,Balebang,Pali,9,63
Baleghat Pra V,ARGHAKHANCHI,Baleghat,Pali,1,129
Balkot Pra V,ARGHAKHANCHI,Pauwa,Balkot,1,27
Balmandir,ARGHAKHANCHI,Tudhakal,Sandhikharka,0,19
Balmandir Pra V,ARGHAKHANCHI,Sandhikharka,Sandhikharka,6,24
Balukantha Pra V,ARGHAKHANCHI,Bhangala,Simalpani,9,14
Banganga Pra V,ARGHAKHANCHI,Kodada,Sitapur,1,31
Baraha Pra V,ARGHAKHANCHI,Darempata,Dhanchaur,1,88
Baraha Pra V,ARGHAKHANCHI,Bamruk,Hansapur,8,96
Baraha Pra V,ARGHAKHANCHI,Netakharka,Simalpani,8,39
Barahaneta Ni Ma V,ARGHAKHANCHI,Rokahatola,Sandhikharka,3,130
Bhagawati Ma V,ARGHAKHANCHI,Debha,Dhikura,5,366
Bhagawati Ni Ma V,ARGHAKHANCHI,Aarupata,Adguri,5,117
Bhagawati Ni Ma V,ARGHAKHANCHI,Kota Maidan,Dhakawang,5,216
Bhagawati Ni Ma V,ARGHAKHANCHI,Rotepani,Thulapokhara,2,133
Bhagawati Pra V,ARGHAKHANCHI,Shantineta,Khanchikot,8,112
Bhagawati Pra V,ARGHAKHANCHI,Manipokhara,Arghatos,5,42
Bhagawati Pra V,ARGHAKHANCHI,Dhikura,Bhagawati,6,94
Bhagawati Pra V,ARGHAKHANCHI,Amaldanda,Wangla,4,40
Bhagawati Pra V,ARGHAKHANCHI,Phalamkhilli,Dharapani,4,113
Bhagawati Uchha Ma V,ARGHAKHANCHI,Sankhetari,Sandhikharka,9,577
Bhagawoti Ma V,ARGHAKHANCHI,Patunddada,Nuwakot,5,425
Bhanu Ma V,ARGHAKHANCHI,Amilekhola,Maidan,5,289
Bhanu Pra V,ARGHAKHANCHI,Thuladhungre,Jukena,8,84
Bhanu Pra V,ARGHAKHANCHI,Madhulek,Chidika,9,31
Bhrikuti Ni Ma V,ARGHAKHANCHI,Narpani,Narapani,7,168
Bhrikuti Pra V,ARGHAKHANCHI,Bagar,Siddhara,3,61
Bhumidaha Ma V,ARGHAKHANCHI,Sairipokhari,Gokhunga,6,250
Bidya Bikash Pra V,ARGHAKHANCHI,Minikot,Argha,9,67
Bidya Bikash Pra V,ARGHAKHANCHI,Dadathum,Patauti,4,35
Bidya Bikash Pra V,ARGHAKHANCHI,Ghanskhola,Maidan,5,23
Bidya Binaya Ni Ma V,ARGHAKHANCHI,Jagata,Narapani,5,197
Bidya Binod Ma V,ARGHAKHANCHI,Bhanjyang,Adguri,6,466
Bidya Prakash Pra V,ARGHAKHANCHI,Gahate,Dibharana,4,100
Bijay Uchha Ma V,ARGHAKHANCHI,Divarna,Dibharana,2,474
Bijay Pra V,ARGHAKHANCHI,Pakhere,Thada,7,37
Bijay Pra V,ARGHAKHANCHI,Dadagaun,Simalpani,3,11
Bir Bhadra Pra V,ARGHAKHANCHI,Kafalbas,Dhikura,1,60
Birendra Ni Ma V,ARGHAKHANCHI,Auwal,Dharapani,1,172
Birendra Uchha Ma V,ARGHAKHANCHI,Amile,Mareng,3,410
Bishnu Padchaupari Pra V,ARGHAKHANCHI,Kalakhola,Jaluke,4,223
Bishwo Uchha Ma V,ARGHAKHANCHI,Pipalneta,Dhakawang,3,800
Bouddha Pra V,ARGHAKHANCHI,Chhapa,Siddhara,5,56
Bright Future Ebs,ARGHAKHANCHI,Chhatrabas,Siddhara,8,72
Bright Life Ebs,ARGHAKHANCHI,Pipalbot,Siddhara,1,89
Brighter Ebs,ARGHAKHANCHI,Dandipokhari,Khilji,5,71
Buddha Ni Ma V,ARGHAKHANCHI,Kirtipur,Simalpani,8,143
Buddha Pra V,ARGHAKHANCHI,Pokhedada,Thada,6,48
Chadani Ebs,ARGHAKHANCHI,Chakla,Thada,3,34
Chandra Jyoti Pra V,ARGHAKHANCHI,Chabineta,Siddhara,6,60
Chandra Jyoti Pra V,ARGHAKHANCHI,Dharampani,Kerunga,8,68
Chandra Ma V,ARGHAKHANCHI,Maulipokhara,Chidika,1,322
Chandra Prabha U Ma V,ARGHAKHANCHI,Dihidada,Khanchikot,5,353
Chaur Pra V,ARGHAKHANCHI,Takurakharka,Dhakawang,9,71
Chauwaha Pra V,ARGHAKHANCHI,Chauhawa,Thulapokhara,9,100
Chhahara Mai Pra V,ARGHAKHANCHI,Dadhuwa,Arghatos,7,18
Chhatreshwor Pra V,ARGHAKHANCHI,Tin Pipale,Chhatraganj,4,17
Chitra Rambha Pra V,ARGHAKHANCHI,Rayale,Pokharathok,3,102
Daha Ni Ma V,ARGHAKHANCHI,Daha,Thada,2,242
Daksupata Ni Ma V,ARGHAKHANCHI,Padme,Thada,8,218
Dangre Pra V,ARGHAKHANCHI,Dangre,Pokharathok,9,152
Darbare Ni Ma V,ARGHAKHANCHI,Khumchikot,Thada,5,168
Dearali Ebs,ARGHAKHANCHI,Dearali,Thada,8,28
Deep Pra V,ARGHAKHANCHI,Archalthum,Kerunga,1,51
Deurali Ma V,ARGHAKHANCHI,Nigali,Patauti,6,243
Deurali Pra V,ARGHAKHANCHI,Supa,Sitapur,7,33
Deurali Pra V,ARGHAKHANCHI,Garcha,Mareng,1,32
Deurali Pra V,ARGHAKHANCHI,Bhedikhora,Dhikura,6,121
Deurali Pra V,ARGHAKHANCHI,Deurali,Khan,9,70
Deurali Pra V,ARGHAKHANCHI,Rajime,Dhakawang,6,101
Devi Danda Pra V,ARGHAKHANCHI,Debidada,Chidika,2,108
Devi Pra V,ARGHAKHANCHI,Kharyana,Dhanchaur,2,33
Devi Prabhav Ma V,ARGHAKHANCHI,Deuralidada,Patauti,1,267
Dharma Pra V,ARGHAKHANCHI,Kaleri,Jukena,6,104
Dharmawati Ni Ma V,ARGHAKHANCHI,Budhunmara,Asurkot,8,243
Dharmawati Pra V,ARGHAKHANCHI,Durbang,Khilji,4,59
Dharmawati Pra V,ARGHAKHANCHI,Hade,Jaluke,7,54
Dhramodaya Ni Ma V,ARGHAKHANCHI,Dhungesera,Siddhara,5,258
Dhartiswora Pra V,ARGHAKHANCHI,Dhartiswora,Subarnakhal,4,42
Dhatibang Ma V,ARGHAKHANCHI,Dhatibang,Dhatiwang,8,246
Dhaulagiri English Boarding School,ARGHAKHANCHI,Arghatosh,Arghatos,4,52
Dhoulagari Ebs,ARGHAKHANCHI,Hattia Bagar,Arghatos,4,40
Dhruba Tara Pra V,ARGHAKHANCHI,Piudada,Arghatos,9,36
Dihi Pra V,ARGHAKHANCHI,Dihi,Siddhara,2,76
Dipendra Ni Ma V,ARGHAKHANCHI,Gauchour,Dhikura,8,177
Dumsi Pra V,ARGHAKHANCHI,Dumsi,Siddhara,6,173
Durbaseswor Ma V,ARGHAKHANCHI,Durga,Khidim,8,175
Durga Pra V,ARGHAKHANCHI,Pokhari,Jukena,5,39
Durga Pra V,ARGHAKHANCHI,Chhapdada,Sandhikharka,2,28
Gagan Pra V,ARGHAKHANCHI,Raikhanne,Dharapani,9,44
Galaxy English Boarding School,ARGHAKHANCHI,Bihara,Argha,5,72
Gandi Pra V,ARGHAKHANCHI,Majha Gaun,Simalpani,2,100
Ganga Ni Ma V,ARGHAKHANCHI,Chutrabesi,Sandhikharka,7,419
Ganga Pra V,ARGHAKHANCHI,Bikram Sota,Simalpani,1,100
Gaura Ma V,ARGHAKHANCHI,Rajiya,Thada,5,401
Gauri Pra V,ARGHAKHANCHI,Shikhra,Dharapani,8,121
Gauri Shankar Ebs,ARGHAKHANCHI,Sandhikharka,Sandhikharka,6,561
Gautam Pra V,ARGHAKHANCHI,Ghochakot,Kimdanda,7,82
Global Ebs,ARGHAKHANCHI,Dadakateri,Arghatos,8,63
Gokhunga Pra V,ARGHAKHANCHI,Halde,Gokhunga,4,119
Gopal Siddha Pra V,ARGHAKHANCHI,Tapu,Panena,9,24
Gopeshwor Pra V,ARGHAKHANCHI,Mathura,Wangla,8,111
Gorakh Nath Pra V,ARGHAKHANCHI,Panena,Panena,8,39
Green Ebs,ARGHAKHANCHI,Bhakti Tole,Sandhikharka,7,344
Green Star Ebs,ARGHAKHANCHI,Daha,Thada,2,89
Gyan Deep Pra V,ARGHAKHANCHI,Bajheri,Bangi,6,91
Gyan Deep Pra V,ARGHAKHANCHI,Batase,Jukena,5,37
Gyan Prakash Ma V,ARGHAKHANCHI,Sallykot,Dibharana,5,390
Hangshabahini Pra V,ARGHAKHANCHI,Chisapani,Siddhara,7,34
Hansapur Ebs,ARGHAKHANCHI,Ratnakunja,Hansapur,5,111
Hari Ma V,ARGHAKHANCHI,Tharpaila,Jukena,3,289
Harihar Sanskrit Uchha Ma V,ARGHAKHANCHI,Dashighar,Pokharathok,1,437
Heaven Vision Ebs,ARGHAKHANCHI,Durgaphat,Khidim,8,52
Hiltop English Boarding School,ARGHAKHANCHI,Hileka Chour,Gokhunga,7,38
Himalaya Ebs,ARGHAKHANCHI,Mahithum,Balkot,1,337
Ishwori Pra V,ARGHAKHANCHI,Thulapokhara,Chidika,4,54
Jagadamba Pra V,ARGHAKHANCHI,Patalchour,Patauti,2,15
Jagat Mata Ni Ma V,ARGHAKHANCHI,Sajbot,Balkot,3,260
Jaljala English Boarding School,ARGHAKHANCHI,Julake,Jaluke,6,54
Jalkada Pra V,ARGHAKHANCHI,Thama,Khan,6,86
Jamiya Suubaniya Garib Nabaja Madrassa,ARGHAKHANCHI,Arbun,Balkot,8,34
Jana Bhawana Pra V,ARGHAKHANCHI,Deurali,Dhanchaur,5,49
Jana Bikash Pra V,ARGHAKHANCHI,Khabdada,Kimdanda,5,23
Jana Chetana Pra V,ARGHAKHANCHI,Lamdada,Khanchikot,3,50
Jana Chetana Pra V,ARGHAKHANCHI,Kirluk,Khilji,7,56
Janajagriti U Ma V,ARGHAKHANCHI,Baghakhor,Siddhara,2,213
Jana Jagriti Pra V,ARGHAKHANCHI,Mulabari,Sitapur,8,42
Jana Jagriti Pra V,ARGHAKHANCHI,Myalpani,Chhatraganj,6,81
Jana Jagriti Pra V,ARGHAKHANCHI,Arbun,Balkot,8,57
Jana Jagriti Pra V,ARGHAKHANCHI,Khaniapani,Jaluke,2,63
Jana Jagriti Pra V,ARGHAKHANCHI,Khamaribas,Khilji,8,178
Jana Jagriti Pra V,ARGHAKHANCHI,Chudalipokhara,Argha,3,35
Jana Jagriti Pra V,ARGHAKHANCHI,Sundar Pokhara,Mareng,5,110
Jana Jagriti Pra V,ARGHAKHANCHI,Siddhara,Siddhara,1,133
Jana Jivan Pra V,ARGHAKHANCHI,Bhalukhola,Khanchikot,6,46
Jana Jyoti Ni Ma V,ARGHAKHANCHI,Bhartapur,Maidan,9,227
Jana Jyoti Pra V,ARGHAKHANCHI,Masekharka,Simalpani,3,62
Jana Jyoti Uchha Ma V,ARGHAKHANCHI,Chutrabesi,Sandhikharka,7,890
Jana Kalyan Ma V,ARGHAKHANCHI,Tarubhatera,Bhagawati,4,275
Jana Kalyan Pra V,ARGHAKHANCHI,Patauti,Patauti,3,112
Jana Kalyan Pra V,ARGHAKHANCHI,Patle,Gokhunga,3,31
Jana Kalyan Pra V,ARGHAKHANCHI,Juwakot,Jaluke,1,65
Jana Kalyan Pra V,ARGHAKHANCHI,Baddada,Chidika,6,78
Jana Mukhi Pra V,ARGHAKHANCHI,Chabadip,Siddhara,6,59
Jana Prakash Pra V,ARGHAKHANCHI,Lebase,Hansapur,8,53
Jana Prakash Pra V,ARGHAKHANCHI,Thutipipal,Dibharana,8,102
Jana Priya Pra V,ARGHAKHANCHI,Thulapokhara,Dhakawang,1,68
Jana Priya Pra V,ARGHAKHANCHI,Nipane,Sitapur,9,82
Jana Priya Pra V,ARGHAKHANCHI,Damardada,Narapani,3,20
Jana Priya Pra V,ARGHAKHANCHI,Laxmidada,Dhanchaur,9,38
Jana Priya Pra V,ARGHAKHANCHI,Dhada,Mareng,2,37
Jana Priya Uchha Ma V,ARGHAKHANCHI,Udayathati,Asurkot,4,517
Jana Sahabhagita Pra V,ARGHAKHANCHI,Subaneta,Jaluke,9,40
Jana Shakti Pra V,ARGHAKHANCHI,Sanichouri,Khilji,3,43
Jana Shanti Pra V,ARGHAKHANCHI,Kerunga,Kerunga,9,17
Jana Shanti Pra V,ARGHAKHANCHI,Dunruk,Balkot,9,107
Jana Shanti Pra V,ARGHAKHANCHI,Rantola,Kimdanda,2,93
Janahit Pra V,ARGHAKHANCHI,Bajhakharka,Gokhunga,1,39
Janaichha Pra V,ARGHAKHANCHI,Ijrkachour,Hansapur,2,45
Janajagarana Pra V,ARGHAKHANCHI,Padme,Thada,8,19
Janajagriti Pra V,ARGHAKHANCHI,Barbas,Nuwakot,0,21
Janajagriti Uchha Ma V,ARGHAKHANCHI,Dhanchour,Dhanchaur,6,420
Janak Pra V,ARGHAKHANCHI,Pajing Khola,Hansapur,1,85
Janasewa Ma V,ARGHAKHANCHI,Jhanrek,Adguri,9,238
Janasewa Pra V,ARGHAKHANCHI,Lamapokhara,Arghatos,7,88
Janasewa Pra V,ARGHAKHANCHI,Chyandada,Arghatos,4,22
Janasewa Pra V,ARGHAKHANCHI,Beltari,Argha,7,28
Janasewa Pra V,ARGHAKHANCHI,Todke,Dhanchaur,5,79
Janasewa Pra V,ARGHAKHANCHI,Madelchour,Bhagawati,1,90
Janasewa Pra V,ARGHAKHANCHI,Sita,Khan,7,30
Janasewa Pra V,ARGHAKHANCHI,Salendhara,Nuwakot,9,134
Janasewa Pra V,ARGHAKHANCHI,Pokhedada,Narapani,8,44
Janasewa Pra V,ARGHAKHANCHI,Dadagaun,Khilji,6,33
Janata Ni Ma V,ARGHAKHANCHI,Timure,Hansapur,9,286
Janata Pra V,ARGHAKHANCHI,Sande,Mareng,4,86
Janata Pra V,ARGHAKHANCHI,Neplichour,Kimdanda,1,31
Janata Pra V,ARGHAKHANCHI,Nayabasti,Siddhara,1,40
Janata Pra V,ARGHAKHANCHI,Daduda,Bangi,3,91
Janata Pra V,ARGHAKHANCHI,Sepani,Gokhunga,5,54
Janata Pra V,ARGHAKHANCHI,Makhata,Khan,4,107
Janata Pra V,ARGHAKHANCHI,Maurithum,Maidan,3,34
Janata Pra V,ARGHAKHANCHI,Aarubata,Khanadaha,9,39
Janata Pra V,ARGHAKHANCHI,Sukhaura,Simalpani,5,39
Janata Pra V,ARGHAKHANCHI,Harre,Siddhara,4,97
Janata Pra V,ARGHAKHANCHI,Dodkatta,Sitapur,8,47
Jaanta Krishna U Ma V,ARGHAKHANCHI,Pakale,Kimdanda,3,386
Janmabhumi Pra V,ARGHAKHANCHI,Bhagerthan,Dhikura,1,50
Jaya Kot Pra V,ARGHAKHANCHI,Deurali,Thada,5,48
Jayamata Ebs,ARGHAKHANCHI,Amile,Thada,1,24
Jayanti Pra V,ARGHAKHANCHI,Deurali,Dhikura,3,82
Jivan Jyoti Pra V,ARGHAKHANCHI,Behorai Pokhari,Thulapokhara,1,118
