School_name,District_name,Location,VDC/Municipality_name,Ward No.,Total Sutdents: 2070
Village Garden Ebs,TANAHU,Sankhe,Dhorfirdi,9,63
Adarsha Ma Vi,TAPLEJUNG,Mamankhe,Khejenim,3,290
Adarsha Pra V,TAPLEJUNG,Babahang,Ambegudin,1,54
Amarsmriti Pra Vi,TAPLEJUNG,Okkhre,Phungling,7,24
Ambegudin Ma V,TAPLEJUNG,Rajha,Ambegudin,9,335
Ambegudin Pra V,TAPLEJUNG,Okharbote,Ambegudin,6,63
Ambika Ni Ma V,TAPLEJUNG,Chungbung,Limbudin,6,167
Ambote Pra V,TAPLEJUNG,Aambote,Phulbari,1,125
Andheri Pra V,TAPLEJUNG,Dhuseni,Khokling,7,56
Angepa Ni Ma Vi,TAPLEJUNG,Budhuksingh,Ankhop,7,126
Ganga Pra Vi,TAPLEJUNG,Hokma,Pedang,3,54
Ariniko Pra V,TAPLEJUNG,Simbewa,Tiringe,2,18
Asanglung Pra V,TAPLEJUNG,Samtung,Phakumba,6,75
Bagarbari Pra V,TAPLEJUNG,Phungling,Phungling,6,46
Bal Kalyan Ma V,TAPLEJUNG,Surunkhim,Surumakhim,5,322
Bal Kalyan Ni Ma V,TAPLEJUNG,Sangumangu,Sikaicha,9,70
Bal Mandir Pra V,TAPLEJUNG,Phungling,Phungling,4,107
Bal Subodhini Sanskrit Uchha Ma V,TAPLEJUNG,Medibung,Phungling,2,573
Balden Ma Vi,TAPLEJUNG,Tankhu,Papung,6,190
Ban Jogara Ni Ma V,TAPLEJUNG,Phungling,Phungling,7,158
Bar Danda Pra V,TAPLEJUNG,Angedim,Phungling,2,110
Bardumba Pra V,TAPLEJUNG,Bardumba,Khamlung,6,46
Besigau Ni Ma Vi,TAPLEJUNG,Khurpadin,Khokling,6,129
Bhagawati Ni Ma V,TAPLEJUNG,Bugwa,Ambegudin,3,238
Bhagawati Pra V,TAPLEJUNG,Choktitar Majhgaun,Phulbari,4,63
Bhagawati Pra V,TAPLEJUNG,Karkigaun,Hangdeva,6,46
Bhagawati Pra V,TAPLEJUNG,Yarung,Hangdeva,5,30
Bhagawati Pra V,TAPLEJUNG,Maulodanda,Sinam,9,44
Bhanjare Pra V,TAPLEJUNG,Pedang,Pedang,4,48
Bhanjyang Uchha Ma V,TAPLEJUNG,Limbudin,Limbudin,4,558
Bhanu Jana Uchha Ma V,TAPLEJUNG,Phungling,Phungling,4,1623
Bhawani Pra V,TAPLEJUNG,Thumma,Tellok,4,95
Bhirgaun Pra V,TAPLEJUNG,Paphng,Papung,7,135
Bidya Jyoti Pra V,TAPLEJUNG,Charpate,Dokhu,7,32
Bijaya Ni Ma Vi,TAPLEJUNG,Tawa,Linkhim,2,286
Bipudham Ni Ma Vi,TAPLEJUNG,Bipudhap,Ekhabu,9,165
Birendra Uchcha Ma Vi,TAPLEJUNG,Deulinge,Phungling,1,384
Bishwo Jyoti Pra V,TAPLEJUNG,Subewa,Nankholyang,8,30
Bismure Pra Vi,TAPLEJUNG,Hampang,Hangpang,9,36
Buddha Pra V,TAPLEJUNG,Gorjatar,Change,6,62
Burumkhim Pra V,TAPLEJUNG,Burumkhim,Surumakhim,2,113
Burungh Ni Ma V,TAPLEJUNG,Bunrungh,Ankhop,8,108
Chaksibote Uchcha Ma Vi,TAPLEJUNG,Chaksibte,Chaksibote,4,251
Chandeshwori Pra V,TAPLEJUNG,Khemakham,Thechambu,5,57
Chandi Danda Pra V,TAPLEJUNG,Samekham,Lingtep,7,50
Chandrodaya Pra V,TAPLEJUNG,Phunchebung,Ekhabu,4,43
Changa Pra V,TAPLEJUNG,Changa,Nalbu,2,139
Change Uchcha Ma Vi,TAPLEJUNG,Aasedanda Change,Change,3,540
Chhatedhunga Ma Vi,TAPLEJUNG,Chhatedhunga,Change,7,302
Chawakhu Pra V,TAPLEJUNG,Chawakhu,Khejenim,9,45
Chinabung Pra V,TAPLEJUNG,Chinabung,Liwang,8,96
Danda Pra V,TAPLEJUNG,Makhuja,Dummrise,7,57
Danda Pra V,TAPLEJUNG,Dandagaon,Sinam,7,69
Danda Ni Ma Vi,TAPLEJUNG,Panisar,Hangdeva,7,166
Deurali Pra Vi,TAPLEJUNG,Sisne,Lelep,1,33
Deurali Pra V,TAPLEJUNG,Ekhedin,Limbudin,5,33
Devi Ni Ma V,TAPLEJUNG,Jukerar,Phulbari,3,143
Devi Ni Ma Vi,TAPLEJUNG,Dingla,Lingtep,5,102
Dikichhyoling Gumba,TAPLEJUNG,Yangma,Lingtep,8,10
Dikichhyoling Gumba,TAPLEJUNG,Lelep,Lingtep,3,68
Dipendra Pra V,TAPLEJUNG,Chichintembe,Phawakhola,2,36
Dirja Pra V,TAPLEJUNG,Sirangun,Linkhim,2,75
Durga Ma Vi,TAPLEJUNG,Oshe,Sikaicha,8,209
Durga Pra V,TAPLEJUNG,Bungkulung,Hangdeva,9,48
Durga Uchha Ma V,TAPLEJUNG,Phulbari,Phulbari,9,393
Durgamkshetra Pra V,TAPLEJUNG,Segumba,Phungling,9,39
Everest Ebs,TAPLEJUNG,Dandagaun,Phungling,3,23
Gahunbari Pra V,TAPLEJUNG,Thulonepu,Yamfudin,9,24
Gairi Gaun Pra V,TAPLEJUNG,Gairi,Hangdeva,9,53
Ganesh Pra V,TAPLEJUNG,Bhotegaun,Sawadin,8,99
Ganesh Pra V,TAPLEJUNG,Khuwa,Hangpang,5,27
Ganesh Uchha Ma V,TAPLEJUNG,Sangadin,Khewang,4,466
Ganga Ni Ma V,TAPLEJUNG,Tamrang,Sanghu,8,324
Ganga Pra V,TAPLEJUNG,Pauwa,Mamankhe,7,42
Ganga Pra V,TAPLEJUNG,Kheklebubng,Mehele,6,72
Gauri Shankar Pra V,TAPLEJUNG,Fukandin,Phurumbu,9,55
Gautam Buddha Pra V,TAPLEJUNG,Sablakhu,Sawalakhu,7,28
Ghunsa Ni Ma V,TAPLEJUNG,Ghunsa,Lelep,9,84
Gupteshwor Ma V,TAPLEJUNG,Chokpur,Phulbari,5,223
Gyabla Pra V,TAPLEJUNG,Gyabla,Lelep,8,30
Gyanodaya Pra V,TAPLEJUNG,Gurunggaun,Lelep,1,57
Handrung Pra V,TAPLEJUNG,Handrung,Khokling,4,60
Hangdewa Pathibhara Ebs,TAPLEJUNG,Hangdewa,Khokling,6,45
Hangphabung Pra V,TAPLEJUNG,Seramphu,Thechambu,1,21
Harandi Pra V,TAPLEJUNG,Harandi,Sinam,5,55
Himalaya Ni Ma Vi,TAPLEJUNG,Khokse,Nankholyang,1,214
Himalaya Pra V,TAPLEJUNG,Phakumba,Phakumba,1,50
Himali Ratna Nawa Jyoti Pra V,TAPLEJUNG,Serap,Khejenim,2,68
Hiringtar Pra V,TAPLEJUNG,Hiringtar,Surumakhim,4,86
Indrawati Pra Vi,TAPLEJUNG,Thungrumba,Ankhop,3,20
Indrawati Pra Vi,TAPLEJUNG,Malate,Sawalakhu,4,56
Jagat Kali Pra V,TAPLEJUNG,Limbudin,Limbudin,1,61
Jal Kanya Ni Ma V,TAPLEJUNG,Mehele,Hangpang,4,160
Jal Kanya Pra V,TAPLEJUNG,Tumankhe,Khewang,1,44
Jal Kanya Pra V,TAPLEJUNG,Lyangwa,Dokhu,4,87
Jaleshwori Ni Ma V,TAPLEJUNG,Thungrumba,Ankhop,2,142
Jaljale Pra V,TAPLEJUNG,Ollung,Thinglabu,7,50
Jalpa Devi Ni Ma V,TAPLEJUNG,Sulumphi,Santhakra,6,270
Jalpa Devi Pra V,TAPLEJUNG,Tirtire,Change,1,91
Jalpa Pra V,TAPLEJUNG,Lokumba,Kalikhola,1,42
Jana Jyoti Pra V,TAPLEJUNG,Ahale Sinthapa,Thukima,5,48
Jana Jyoti Pra V,TAPLEJUNG,Kharkagaun,Ankhop,2,29
Janakalyan Ma Vi,TAPLEJUNG,Tellabung,Dhungesaghu,2,339
Jana Kalyan Pra V,TAPLEJUNG,Khanigaun,Nighuradin,6,162
Jana Kalyan Pra V,TAPLEJUNG,Phookanden,Liwang,1,36
Jana Kalyan Pra V,TAPLEJUNG,Mayam,Phurumbu,1,77
Jana Kalyan Pra V,TAPLEJUNG,Ongnemwa,Linkhim,3,151
Jana Priya Pra V,TAPLEJUNG,Markeni,Phakumba,3,74
Jana Ratri Pra V,TAPLEJUNG,Dalaicha,Phakumba,1,119
Janamukhi Pra Vi,TAPLEJUNG,Siginem,Liwang,4,36
Janata Uchcha Ma Vi,TAPLEJUNG,Aashangpati,Hangdeva,6,389
Janata Ni Ma Vi,TAPLEJUNG,Thumbedin Bhadaure,Thumbedin,4,96
Janata Pra V,TAPLEJUNG,Sibrek,Sadewa,3,105
Janata Pra V,TAPLEJUNG,Dhunge,Hangpang,2,25
Janata Pra V,TAPLEJUNG,Samden,Ekhabu,9,27
Janata Pra V,TAPLEJUNG,Lingtep,Sawadin,4,48
Janata Pra V,TAPLEJUNG,Yokma,Liwang,7,95
Janata Pra V,TAPLEJUNG,Thiwa,Linkhim,1,34
Janata Pra V,TAPLEJUNG,Amale,Nighuradin,2,52
Janata Pra V,TAPLEJUNG,Amarpokhari,Limbudin,9,37
Janata Pra V,TAPLEJUNG,Aangu,Santhakra,4,60
Jantapra Vi,TAPLEJUNG,Gadidanda,Phurumbu,8,57
Dipjyoti Pra Vi,TAPLEJUNG,Pokhari,Thechambu,3,34
Jyoti Samudayik Pra Vi,TAPLEJUNG,Pokhari Khahare,Thechambu,5,44
Kabeli Ebs,TAPLEJUNG,Panchami,Thechambu,5,6
Kabre Pra V,TAPLEJUNG,Kabre,Dokhu,7,74
Kalika Ma V,TAPLEJUNG,Tiringe,Tiringe,7,253
Kalika Pra V,TAPLEJUNG,Hingkhabu,Mehele,9,47
Kalika Pra V,TAPLEJUNG,Chuwa,Hangpang,3,51
Kalika Higher Secondary School,TAPLEJUNG,Nankholyang,Nankholyang,7,457
Kalikhola Ni Ma Vi,TAPLEJUNG,Harise,Kalikhola,7,89
Kanchanjangha Ma Vi,TAPLEJUNG,Thungim,Yamfudin,8,144
Kanchanjangha Pra V,TAPLEJUNG,Bhanjyang,Sikaicha,6,94
Kanchanjangha Pra V,TAPLEJUNG,Lapsetar,Sikaicha,9,53
Kanchanjangha Pra V,TAPLEJUNG,Ratmate,Khokling,4,59
Kanka Ni Ma V,TAPLEJUNG,Pipuma,Thinglabu,2,187
Katike Pra V,TAPLEJUNG,Katike,Chaksibote,7,90
Khampiyok Pra V,TAPLEJUNG,Khampiyok,Surumakhim,8,46
Khejenim Ni Ma V,TAPLEJUNG,Gadhidanda,Khejenim,8,206
Khurpatak Pra Vi,TAPLEJUNG,Khurpatak,Thukima,6,50
Khuwa Ni Ma V,TAPLEJUNG,Khuwa,Mehele,2,252
Kiling Ni Ma Vi,TAPLEJUNG,Papung Kiling,Papung,8,350
Kiranteshwor Pra V,TAPLEJUNG,Khuwa,Hangpang,9,20
Korlange Pra V,TAPLEJUNG,Talgaun,Nighuradin,6,66
Krishna Pra V,TAPLEJUNG,Yakteli,Thinglabu,6,60
Krishna Pra V,TAPLEJUNG,Ikhim,Yamfudin,1,17
Kumbakarna Ni Ma V,TAPLEJUNG,Odile,Tiringe,4,131
Lawajin Pra V,TAPLEJUNG,Lawajin,Lelep,4,66
Laxmi Ma Vi,TAPLEJUNG,Dandagaun,Mamankhe,5,301
Laxmi Ma Vi,TAPLEJUNG,Sabenbung,Lingtep,2,182
Laxmi Ni Ma V,TAPLEJUNG,Phuwa,Nankholyang,5,193
Laxmi Ni Ma Vi,TAPLEJUNG,Orakpa,Sikaicha,3,200
Laxmi Pra V,TAPLEJUNG,Baridhap,Hangdeva,6,92
Little Buddha English Boarding,TAPLEJUNG,Phungling,Phungling,4,366
Loktantrik Sutyodaya Pra Vi,TAPLEJUNG,Phunchhinden,Phakumba,7,49
Lowen Chhyosang Gumba,TAPLEJUNG,Gairi,Thinglabu,2,29
Lungsung Pauwa Pra V,TAPLEJUNG,Mishratar,Sawalakhu,2,38
Lungthung Pra V,TAPLEJUNG,Lungthung,Lelep,6,45
Madan Pra V,TAPLEJUNG,Mikladen,Papung,5,104
Madan Smriti Pra V,TAPLEJUNG,Dhungesanghu,Dhungesaghu,5,98
Mahabir Pra V,TAPLEJUNG,Hangfabung,Phakumba,9,52
Mahadev Pra V,TAPLEJUNG,Chimfaktar,Phakumba,4,106
Mahakali Ni Ma V,TAPLEJUNG,Pingedin,Thechambu,1,137
Mahakali Pra V,TAPLEJUNG,Jharsadi,Phurumbu,3,62
Maharani Pra V,TAPLEJUNG,Thauwa,Linkhim,8,46
Mahendra Higheer Secondary School,TAPLEJUNG,Sanglupa,Phakumba,8,410
Mahendra Ni Ma V,TAPLEJUNG,Ijung,Linkhim,5,129
Mahendra Ni Ma V,TAPLEJUNG,Ambote,Phungling,9,153
Mahendra Ni Ma Vi,TAPLEJUNG,Bhangbari,Lelep,1,80
Mahendra Pra V,TAPLEJUNG,Gumba Tole,Olangchung Gola,8,104
Mahendra Ni Ma Vi,TAPLEJUNG,Tyanphu,Khewang,2,117
Mahendra Ni Ma Vi,TAPLEJUNG,Warak,Thukima,8,281
Pokhari Pra Vi,TAPLEJUNG,Maikhu,Santhakra,5,64
Maiwakhola Uchha Ma V,TAPLEJUNG,Tembe,Dhungesaghu,7,379
Makalu Pra Vi,TAPLEJUNG,Larapa,Ankhop,1,37
Malingeni Pra V,TAPLEJUNG,Malingeni,Sanghu,8,127
Manabhara Pra V,TAPLEJUNG,Bhotegaun,Sanghu,5,61
Manakamana Pra V,TAPLEJUNG,Sungja,Khejenim,3,80
Mane Danda Pra V,TAPLEJUNG,Bungdhak,Sanghu,1,103
Mangala Devi Pra V,TAPLEJUNG,Odak,Sanghu,9,131
Mayam Ma V,TAPLEJUNG,Golphedanda,Phurumbu,5,357
Medibung Pra V,TAPLEJUNG,Medibungng,Phungling,2,72
Mewaraja Ni Ma V,TAPLEJUNG,Bahanande,Dokhu,3,207
Milkesanghu Ebs,TAPLEJUNG,Sanghupati,Dokhu,5,37
Moti Uchha Ma V,TAPLEJUNG,Dadagau,Khokling,3,494
Mudhe Pra V,TAPLEJUNG,Mudhe,Phungling,2,59
Mulpani Pra V,TAPLEJUNG,Lali,Dhungesaghu,9,42
Nalbu Ni Ma Vi,TAPLEJUNG,Nalbu,Nalbu,6,300
Nagthan Pra V,TAPLEJUNG,Sekhathum,Lelep,7,88
Nakla Pra V,TAPLEJUNG,Malbanse,Sawadin,1,71
Namjechautara Pra Vi,TAPLEJUNG,Namje,Phurumbu,4,55
Namuna Pra V,TAPLEJUNG,Koiraladada,Nighuradin,4,63
Nange Pra V,TAPLEJUNG,Nange Phungling,Phungling,8,46
Nara Kanya Pra V,TAPLEJUNG,Aahale,Phungling,8,37
Narayani Uchha Ma V,TAPLEJUNG,Sangupati,Sanghu,4,596
Dipjyoti Pra Vi,TAPLEJUNG,Khopre,Dokhu,8,27
Nawa Jyoti Adarsha Ebs,TAPLEJUNG,Phungling,Dokhu,5,166
Nawa Jyoti Pra V,TAPLEJUNG,Bagalegaun,Khokling,1,36
Nawa Jyoti Pra V,TAPLEJUNG,Mehele,Mehele,8,81
Nawa Jyoti Pra V,TAPLEJUNG,Rifaile Danda,Sanghu,9,87
Nawa Jyoti Pra V,TAPLEJUNG,Tarikhet,Santhakra,9,80
Nawa Jyoti Pra V,TAPLEJUNG,Pokhari,Santhakra,4,78
Nepal Rastriya Ni Ma V,TAPLEJUNG,Tintama,Thumbedin,9,115
Nepalrastriya Ni Ma Vi,TAPLEJUNG,Nesum,Change,5,99
Netrajyoti Pra Vi,TAPLEJUNG,Darjeling,Sikaicha,6,40
Nijananda Sampradayik Bhasha Ashram,TAPLEJUNG,Babahang,Ambegudin,1,47
Nilgiri Higher Secondary School,TAPLEJUNG,Chyandada,Mehele,7,469
Ningma Chhyo Khorling Bouddha Gumba,TAPLEJUNG,Gumbadanda,Mehele,6,31
Nuplung Pra V,TAPLEJUNG,Nuplung,Lelep,5,18
Ojha Gaun Pra V,TAPLEJUNG,Makelok,Khokling,9,155
Okhrabu Pra Vi,TAPLEJUNG,Tendhap,Thinglabu,8,32
Pragatishil Pra Vi,TAPLEJUNG,Thukima,Thukima,2,76
Oxford Model Ebs,TAPLEJUNG,Phungling,Thukima,4,240
Pabitra Adarsha Pra Vi,TAPLEJUNG,Simbu,Phawakhola,6,63
Pancha Kanya Pra V,TAPLEJUNG,Shokhupa,Ankhop,6,64
Pancha Kanya Pra V,TAPLEJUNG,Kamitar,Phulbari,8,109
Pancha Kanya Pra V,TAPLEJUNG,Lungthung,Khewang,2,137
Pancheswari Ma Vi,TAPLEJUNG,Papuma Liwang,Liwang,3,369
Pandolung Ma V,TAPLEJUNG,Nalbu,Nalbu,3,487
Param Singha Devi Ma V,TAPLEJUNG,Tahari,Nighuradin,9,240
Parwati Ni Ma V,TAPLEJUNG,Hellok,Tapethok,8,168
Pathibhara Mahadev Pra V,TAPLEJUNG,Jungedanda,Khewang,9,49
Pathibhara Memorial Academy,TAPLEJUNG,Amchok,Khewang,3,23
Pathibhara Pra V,TAPLEJUNG,Ukalipani,Phungling,5,40
Pathibhara Pra V,TAPLEJUNG,Jogidanda,Phurumbu,6,90
Pathivara Ni Ma Vi,TAPLEJUNG,Sinchepu,Tellok,5,209
Pathivara Ni Ma Vi,TAPLEJUNG,Bokhim,Sikaicha,3,108
Pathibhara Pra V,TAPLEJUNG,Patpate,Nankholyang,2,83
Pathibhara Pra V,TAPLEJUNG,Siddhidanda,Hangdeva,2,62
Pathibhara Pra V,TAPLEJUNG,Waitangu,Tapethok,6,32
Pathivara Brightfuture E B School,TAPLEJUNG,Helipyad,Tapethok,2,102
Pathivaramata Pra Vi,TAPLEJUNG,Kaphlepati,Phurumbu,3,8
Pati Pra V,TAPLEJUNG,Phatyangre,Dhungesaghu,1,230
Patidanda Ni Ma V,TAPLEJUNG,Ghoretar,Phakumba,2,213
Phaktalung Pra Vi,TAPLEJUNG,Mangyak,Ekhabu,6,49
Phale Pra V,TAPLEJUNG,Phale,Lelep,9,26
Phuguwa Ni Ma Vi,TAPLEJUNG,Fuguwa,Nighuradin,7,221
Phundruwa Ni Ma Vi,TAPLEJUNG,Phundruwa,Tellok,1,118
Phungling Pra Vi,TAPLEJUNG,Phungling,Phungling,2,45
Phungphunge Pra V,TAPLEJUNG,Tumbayak,Sanwa,2,64
Pipalbote Pra V,TAPLEJUNG,Pandhere,Phulbari,7,32
Pipleshwori Pra V,TAPLEJUNG,Dumrise,Dummrise,2,87
Porakmi Pra Vi,TAPLEJUNG,Khudumbo,Change,7,22
Prithvi Pra V,TAPLEJUNG,Sablikhop,Thumbedin,2,48
Prithvi H S S,TAPLEJUNG,Khamlung,Khamlung,3,380
Rabikala Ma Vi,TAPLEJUNG,Sawadin,Sawadin,5,326
Radhika Pra V,TAPLEJUNG,Salbote,Sawalakhu,3,81
Raja Rani Pra V,TAPLEJUNG,Sukhiyung,Lingtep,1,50
Rajeshwori Pra V,TAPLEJUNG,Papung,Papung,5,44
Ram Pra Vi,TAPLEJUNG,Omrema,Limbudin,8,13
Rani Pra V,TAPLEJUNG,Khani,Ekhabu,1,166
Raniban Pra V,TAPLEJUNG,Thopebung,Phakumba,5,80
Rastriya Ma Vi,TAPLEJUNG,Pedang,Pedang,2,254
Sabitri Pra V,TAPLEJUNG,Madibung,Lelep,2,74
Sagarmatha Pra V,TAPLEJUNG,Thapagaou,Khokling,5,51
Sagfara Pra V,TAPLEJUNG,Sagfara,Dhungesaghu,5,56
Sahajit Pra Vi,TAPLEJUNG,Phundra,Phakumba,2,51
Samba Chhyo Himalaya Bouddha Gumba,TAPLEJUNG,Khokse,Nankholyang,1,44
Sambabung Pra V,TAPLEJUNG,Sambabung,Nankholyang,9,75
Samuthalung Pra Vi,TAPLEJUNG,Mashring,Thukima,1,41
Sangadiki Chholing Pra Vi,TAPLEJUNG,Mudhe,Dhungesaghu,6,92
Sangbu Deksheling Gumba,TAPLEJUNG,Bhotegaun,Hangdeva,1,53
Sangjim Pra V,TAPLEJUNG,Sangjim,Hangdeva,1,93
Sangtha Pra V,TAPLEJUNG,Sangtha,Thumbedin,3,49
Santhakra Ni Ma Vi,TAPLEJUNG,Angchok,Santhakra,2,214
Santi Ni Ma Vi,TAPLEJUNG,Bojhe,Phungling,3,190
Sanwa Higher Sec School,TAPLEJUNG,Sanwa,Sanwa,5,487
Sarada Uchcha Ma Vi,TAPLEJUNG,Thumbedin,Thumbedin,1,309
Sarada Pra Vi,TAPLEJUNG,Salleri,Thumbedin,1,65
Saraswati Uchha Ma V,TAPLEJUNG,Hangpang,Hangpang,7,457
Saraswati Higher Secondary School,TAPLEJUNG,Kunjari,Sikaicha,4,374
Saraswati Chyaribook Higher Secondary School,TAPLEJUNG,Lelep,Lelep,3,340
Saraswati Ni Ma Vi,TAPLEJUNG,Chitre,Dhungesaghu,4,167
Saraswati Ni Ma V,TAPLEJUNG,Ramite,Phulbari,2,245
Saraswati Ni Ma V,TAPLEJUNG,Tapethok,Tapethok,1,221
Saraswati Ma Vi,TAPLEJUNG,Madibung,Sawalakhu,1,266
Saraswati Ni Ma Vi,TAPLEJUNG,Sobuwa,Change,9,160
Saraswati Ni Ma Vi,TAPLEJUNG,Chirbire,Phawakhola,7,137
Saraswati Pra V,TAPLEJUNG,Khalte,Thechambu,6,39
Saraswati Pra V,TAPLEJUNG,Lapsibote,Sanwa,8,76
Saraswati Pra V,TAPLEJUNG,Tumbe,Sanghu,2,80
Saraswati Pra V,TAPLEJUNG,Bainsabote,Ambegudin,7,125
Saraswati Pra V,TAPLEJUNG,Hiude,Nankholyang,9,124
Sewalung Ni Ma Vi,TAPLEJUNG,Seguwa,Ekhabu,5,117
Shakti Simekla Pra V,TAPLEJUNG,Simekla,Pedang,5,54
Shanti Ni Ma Vi,TAPLEJUNG,Michiring,Hangpang,9,182
Sherpa Pra V,TAPLEJUNG,Kande,Liwang,6,55
Shitala Devi Pra V,TAPLEJUNG,Mehelbote,Khewang,6,66
Shiva Ni Ma V,TAPLEJUNG,Bhotegaun,Hangdeva,1,155
Shiva Pra Vi,TAPLEJUNG,Subbatar,Nankholyang,4,22
Shivalaya Pra V,TAPLEJUNG,Namledanda,Dokhu,7,61
Shrijang Pra V,TAPLEJUNG,Lupling,Lingtep,4,68
Sibu Pra V,TAPLEJUNG,Shibu,Khejenim,1,85
Siddha Kumari Pra V,TAPLEJUNG,Dhudhile,Tiringe,9,200
Siddhakali Higher Secondary School,TAPLEJUNG,Bojhe,Dokhu,5,385
Siddheshwari Ma Vi,TAPLEJUNG,Sadewa,Sadewa,6,213
Siddheswari Ma Vi,TAPLEJUNG,Khwang,Dummrise,6,279
Sidingma Pra V,TAPLEJUNG,Nimluwa,Dummrise,2,30
Sidingma Pra V,TAPLEJUNG,Tembok,Kalikhola,4,39
Simbu Ma V,TAPLEJUNG,Tembewa,Phawakhola,4,171
Simbuk Pra V,TAPLEJUNG,Papung,Papung,3,73
Simheswari Ni Ma Vi,TAPLEJUNG,Thunglung,Sanwa,7,162
Simle Pra V,TAPLEJUNG,Khamlung,Khamlung,9,66
Simle Pra V,TAPLEJUNG,Simle,Phungling,2,64
Sinam Uchha Ma V,TAPLEJUNG,Thalachok,Sinam,4,875
Sindhakali Ni Ma Vi,TAPLEJUNG,Thungthap,Thinglabu,4,192
Singha Bahini Pra V,TAPLEJUNG,Nibukham,Hangpang,1,54
Singha Devi Ni Ma V,TAPLEJUNG,Sablakhu,Sawalakhu,6,186
Singha Devi Pra V,TAPLEJUNG,Dhande,Nighuradin,1,174
Singhadevi Ni Ma Vi,TAPLEJUNG,Sikaicha,Sikaicha,6,152
Singha Devi Ni Ma V,TAPLEJUNG,Lakchung,Santhakra,3,166
Singha Devi Pra V,TAPLEJUNG,Mangdin,Mehele,3,62
Singhakali Ma Vi,TAPLEJUNG,Okhrabu,Thinglabu,8,285
Singha Kali Pra V,TAPLEJUNG,Khahare,Nankholyang,6,44
Singha Pra V,TAPLEJUNG,Barajhang,Dhungesaghu,5,73
Singheshwari Ma Vi,TAPLEJUNG,Ankhop,Ankhop,5,249
Singheshwori Pra V,TAPLEJUNG,Pahire,Phulbari,6,69
Sinthalung Pra V,TAPLEJUNG,Lechuwa,Thinglabu,5,66
Sinwa Ma V,TAPLEJUNG,Sinwa,Linkhim,9,529
Sirijangha Pra Vi,TAPLEJUNG,Pansubba,Hangpang,6,42
Soureni Danda Pra V,TAPLEJUNG,Soureni,Sanghu,7,74
Sudap Pra V,TAPLEJUNG,Sudap,Mamankhe,8,68
Sumsolok Pra V,TAPLEJUNG,Sumsolok,Thukima,3,105
Sundarmala Pra V,TAPLEJUNG,Nankholyang,Nankholyang,9,27
Sundevi Ma Vi,TAPLEJUNG,Sunsabu,Ekhabu,8,218
Sungabha Pra Vi,TAPLEJUNG,Dandagaun,Limbudin,4,59
Sunkhani Pra V,TAPLEJUNG,Khatrigaun,Khokling,2,68
Surke Ma Vi,TAPLEJUNG,Surke,Thukima,9,369
Surya Devi Ni Ma V,TAPLEJUNG,Awajungdanda,Santhakra,8,429
Tamor Nadi Ni Ma V,TAPLEJUNG,Katahare,Hangdeva,4,228
Tansichhyoling Gumba,TAPLEJUNG,Ghunsa,Lelep,9,13
Taplejung Pra V,TAPLEJUNG,Bilam,Nalbu,9,73
Taplejung Siddhartha Academy,TAPLEJUNG,Ukalipani,Nalbu,5,96
Tellok Higher Secondary School,TAPLEJUNG,Bhairunge,Tellok,7,517
Thakparu Pra V,TAPLEJUNG,Thakparu,Thechambu,7,59
Thechambu Higher Secondary School,TAPLEJUNG,Purniyadanda,Thechambu,2,806
Thechambu Ni Ma Vi,TAPLEJUNG,Aonsidanda,Thechambu,9,95
Bhakta Pra Vi,TAPLEJUNG,Subbatole,Linkhim,7,30
Thopehang Pra V,TAPLEJUNG,Thopehang,Liwang,2,27
Thotne Ni Ma Vi,TAPLEJUNG,Bansthala,Dhungesaghu,8,95
Tribhuwan Higher Secondary School,TAPLEJUNG,Thukima,Thukima,4,494
Tribhuwan Pra V,TAPLEJUNG,Hiruwadin,Thumbedin,5,82
Tripureshwor Pra V,TAPLEJUNG,Tilbari,Change,2,114
Triveni Pra V,TAPLEJUNG,Mewakha,Nankholyang,5,23
Tulashi Pra V,TAPLEJUNG,Tahari Tole,Khejenim,5,53
Wairakhu Pra V,TAPLEJUNG,Wairakhu,Khokling,8,41
Yagma Pra V,TAPLEJUNG,Yagma,Olangchung Gola,9,17
Yalambar Pra Vi,TAPLEJUNG,Lyangwa,Dokhu,4,40
Yamphudin Pra V,TAPLEJUNG,Bhotegau,Yamfudin,2,24
Yamuna Pra V,TAPLEJUNG,Penepa,Limbudin,3,81
Yanlijung Pra V,TAPLEJUNG,Yanlijung,Phungling,3,43
Yanpan Ni Ma V,TAPLEJUNG,Yampang,Pedang,8,176
Jashoda Pra Vi,TAPLEJUNG,Arubote,Mehele,4,21
Yuwa Pra V,TAPLEJUNG,Tatne,Nankholyang,3,94
Yubabarsha Ma Vi,TAPLEJUNG,Kaijale,Dokhu,9,280
Aathrai English Bording School,TERHATHUM,Chuhandanda,Chuhandanda,2,84
Adarsha Pra V,TERHATHUM,Myanglung,Myanglung,5,30
Adarsha Pra V,TERHATHUM,Phakchamara,Phakchamara,7,46
Adharbhut Janasmriti Pra V,TERHATHUM,Thoklung,Thoklung,8,40
Agrakhe Pra V,TERHATHUM,Ewa,Ewa,2,85
Amar Singh Ni Ma V,TERHATHUM,Oyakjung,Oyakjung,4,205
Annapurna Ebs,TERHATHUM,Myanglung,Myanglung,2,244
Araniko Ebs,TERHATHUM,Myanglung,Myanglung,1,351
Arubote Pra V,TERHATHUM,Sakrantobazar,Sankranti Bazar,4,51
